# warthog xy Energy graph 
# this file is formatted as follows: [header data] [node data] [edge data] 
# header format: nodes [number of nodes] edges [number of edges]  
# node data format: v [id] [x] [y] [elevation] 
# edge data format: e [from_node_id] [to_node_id] [length] [1000 - height_gain] [popularity] [street_width] [100*random] 
# 
# 32bit integer values are used throughout. 
# Identifiers are all zero indexed. 
# 
nodes 16516 edges 33111 objectives 2 
v 12043 2170252 48699445 61 
v 12044 2170400 48699339 61 
v 12045 2171357 48699290 61 
v 12046 2171348 48699172 61 
v 12047 2167933 48699215 60 
v 12048 2168159 48699111 60 
v 12049 2173348 48698991 62 
v 12050 2120583 48750248 149 
v 12051 2258651 48732043 86 
v 12052 2219008 48784178 169 
v 12053 2218282 48784237 168 
v 12054 2218283 48783856 168 
v 12055 2218977 48783893 168 
v 12056 2219134 48783879 168 
v 12057 2217424 48784611 169 
v 12058 2217519 48784538 169 
v 12059 2218299 48784346 168 
v 12060 2162575 48709805 159 
v 12061 2184575 48783050 177 
v 12062 2184497 48782839 177 
v 12063 2118927 48792780 144 
v 12064 2119107 48792849 144 
v 12065 2118965 48792873 145 
v 12066 2120440 48793684 140 
v 12067 2120130 48793241 144 
v 12068 2120089 48793308 143 
v 12069 2120274 48793520 142 
v 12070 2120319 48793571 141 
v 12071 2118880 48792984 146 
v 12072 2197653 48712640 156 
v 12073 2248333 48716240 81 
v 12074 2249141 48717832 88 
v 12075 2284878 48735118 91 
v 12076 2188220 48693993 103 
v 12077 2184509 48693080 111 
v 12078 2184639 48692990 113 
v 12079 2191065 48694284 102 
v 12080 2165322 48698549 61 
v 12081 2167120 48799893 124 
v 12082 2164243 48800691 108 
v 12083 2165832 48800366 116 
v 12084 2165693 48800595 113 
v 12085 2165703 48800417 115 
v 12086 2173350 48800155 113 
v 12087 2283943 48694749 47 
v 12088 2282892 48694465 47 
v 12089 2282966 48694763 47 
v 12090 2282409 48695227 47 
v 12091 2176857 48804188 98 
v 12092 2172609 48697901 67 
v 12093 2172520 48698047 65 
v 12094 2170701 48698202 63 
v 12095 2168944 48698574 61 
v 12096 2168877 48698266 64 
v 12097 2190231 48784278 179 
v 12098 2205162 48780810 174 
v 12099 2204175 48781127 175 
v 12100 2219390 48783762 168 
v 12101 2188414 48696812 85 
v 12102 2188536 48696648 86 
v 12103 2181242 48697095 79 
v 12104 2177675 48696834 75 
v 12105 2274343 48749796 89 
v 12106 2274571 48751548 88 
v 12107 2273402 48751593 90 
v 12108 2272920 48751727 90 
v 12109 2267694 48737204 57 
v 12110 2207357 48717606 155 
v 12111 2207340 48718097 155 
v 12112 2170585 48755775 150 
v 12113 2171825 48756659 149 
v 12114 2206335 48696122 109 
v 12115 2206623 48713966 157 
v 12116 2263476 48723016 88 
v 12117 2263413 48723078 88 
v 12118 2174273 48697356 76 
v 12119 2260577 48718848 98 
v 12120 2260906 48718739 97 
v 12121 2269897 48723536 82 
v 12122 2272297 48724923 81 
v 12123 2271948 48724857 80 
v 12124 2110950 48771427 158 
v 12125 2119845 48772444 154 
v 12126 2195254 48715220 155 
v 12127 2195285 48715322 155 
v 12128 2195364 48715599 155 
v 12129 2159329 48707828 162 
v 12130 2159572 48707162 161 
v 12131 2152442 48710030 161 
v 12132 2153632 48709970 160 
v 12133 2129117 48697444 67 
v 12134 2128837 48697370 67 
v 12135 2128708 48697282 67 
v 12136 2128734 48697165 68 
v 12137 2128970 48697187 68 
v 12138 2128316 48697126 69 
v 12139 2128256 48695538 86 
v 12140 2127560 48695449 86 
v 12141 2128100 48695392 87 
v 12142 2127455 48695307 86 
v 12143 2127896 48695202 88 
v 12144 2127453 48695149 88 
v 12145 2188178 48700028 59 
v 12146 2248001 48708809 51 
v 12147 2248085 48709156 51 
v 12148 2255072 48731923 88 
v 12149 2255831 48732269 86 
v 12150 2118665 48767241 159 
v 12151 2118466 48767318 158 
v 12152 2114889 48764542 162 
v 12153 2124136 48761168 157 
v 12154 2123672 48764040 155 
v 12155 2266328 48762875 127 
v 12156 2282656 48768199 92 
v 12157 2208218 48697093 100 
v 12158 2207593 48698911 82 
v 12159 2273648 48692254 52 
v 12160 2159050 48716280 154 
v 12161 2159015 48715024 153 
v 12162 2159040 48715901 153 
v 12163 2166501 48713643 155 
v 12164 2166585 48714012 154 
v 12165 2169145 48713616 153 
v 12166 2163178 48713683 155 
v 12167 2162354 48729275 156 
v 12168 2162240 48729351 156 
v 12169 2162532 48729459 157 
v 12170 2162242 48729420 156 
v 12171 2181991 48781734 177 
v 12172 2161847 48800656 108 
v 12173 2221032 48784492 170 
v 12174 2221153 48784476 170 
v 12175 2246325 48767083 172 
v 12176 2246852 48766642 172 
v 12177 2244985 48772209 167 
v 12178 2244903 48772138 167 
v 12179 2244400 48771959 168 
v 12180 2172902 48757495 147 
v 12181 2175259 48729450 153 
v 12182 2175106 48729379 153 
v 12183 2174083 48728722 153 
v 12184 2220956 48749780 76 
v 12185 2257199 48704605 49 
v 12186 2176763 48804214 98 
v 12187 2176714 48804161 98 
v 12188 2176734 48804134 98 
v 12189 2176819 48804122 98 
v 12190 2162122 48729149 156 
v 12191 2175483 48711744 151 
v 12192 2164833 48711844 156 
v 12193 2235002 48700206 56 
v 12194 2275280 48722116 84 
v 12195 2256800 48737584 60 
v 12196 2265729 48738194 59 
v 12197 2269827 48760202 111 
v 12198 2282309 48694493 46 
v 12199 2139990 48807007 132 
v 12200 2158601 48730902 157 
v 12201 2174073 48713944 152 
v 12202 2174012 48713930 151 
v 12203 2117623 48789492 176 
v 12204 2203038 48697713 79 
v 12205 2150031 48805966 127 
v 12206 2150079 48806111 127 
v 12207 2148516 48806617 128 
v 12208 2149161 48806504 127 
v 12209 2148900 48806459 127 
v 12210 2171964 48735501 150 
v 12211 2124373 48803807 130 
v 12212 2119161 48705988 100 
v 12213 2186446 48709418 105 
v 12214 2186112 48709002 109 
v 12215 2137518 48794030 135 
v 12216 2139457 48793569 134 
v 12217 2133376 48787570 153 
v 12218 2246902 48722461 101 
v 12219 2165912 48729371 153 
v 12220 2124405 48768628 151 
v 12221 2246455 48783535 168 
v 12222 2156397 48798479 115 
v 12223 2156371 48798824 117 
v 12224 2155955 48798469 116 
v 12225 2155934 48798813 117 
v 12226 2175595 48695846 86 
v 12227 2175830 48695900 87 
v 12228 2177584 48696704 76 
v 12229 2160963 48801874 107 
v 12230 2161277 48801732 107 
v 12231 2159441 48802320 109 
v 12232 2159600 48802245 109 
v 12233 2159488 48802130 109 
v 12234 2273044 48730291 76 
v 12235 2273348 48728547 73 
v 12236 2268594 48730636 70 
v 12237 2268783 48730729 71 
v 12238 2169212 48712805 154 
v 12239 2161343 48799849 110 
v 12240 2160958 48800116 112 
v 12241 2163639 48801683 106 
v 12242 2178619 48699345 58 
v 12243 2196900 48713835 156 
v 12244 2192626 48713195 157 
v 12245 2201991 48713299 156 
v 12246 2201794 48713317 156 
v 12247 2198729 48712519 156 
v 12248 2199305 48714774 155 
v 12249 2198996 48713594 156 
v 12250 2196569 48712756 156 
v 12251 2196087 48715129 155 
v 12252 2195506 48712880 156 
v 12253 2195716 48713694 156 
v 12254 2193710 48719136 154 
v 12255 2159469 48706755 160 
v 12256 2166493 48711824 155 
v 12257 2164821 48711030 157 
v 12258 2229146 48770843 138 
v 12259 2229198 48770781 138 
v 12260 2229556 48768733 129 
v 12261 2126054 48704492 76 
v 12262 2126614 48704471 74 
v 12263 2123956 48706467 78 
v 12264 2125303 48706091 75 
v 12265 2125054 48705824 77 
v 12266 2125615 48705310 77 
v 12267 2152949 48720370 154 
v 12268 2266568 48777608 164 
v 12269 2209516 48781301 171 
v 12270 2210175 48780887 171 
v 12271 2209777 48781185 171 
v 12272 2131447 48796975 135 
v 12273 2221054 48785881 173 
v 12274 2220028 48785744 171 
v 12275 2223802 48784363 174 
v 12276 2215464 48784308 168 
v 12277 2215747 48784290 169 
v 12278 2215632 48783864 168 
v 12279 2221937 48786031 174 
v 12280 2280267 48769840 94 
v 12281 2281785 48769749 93 
v 12282 2280839 48769775 94 
v 12283 2280745 48769277 96 
v 12284 2280864 48769911 94 
v 12285 2166234 48709709 157 
v 12286 2166237 48709659 157 
v 12287 2284733 48802675 102 
v 12288 2284218 48802920 102 
v 12289 2167623 48709753 157 
v 12290 2233978 48704282 76 
v 12291 2159727 48766819 97 
v 12292 2162133 48765236 89 
v 12293 2162290 48765341 90 
v 12294 2162142 48765349 90 
v 12295 2162203 48765347 90 
v 12296 2162235 48765582 91 
v 12297 2162415 48765332 90 
v 12298 2163152 48765450 91 
v 12299 2162886 48765525 92 
v 12300 2174072 48703520 85 
v 12301 2201399 48741541 154 
v 12302 2127605 48776217 108 
v 12303 2126800 48777069 128 
v 12304 2123291 48777182 110 
v 12305 2277428 48775401 91 
v 12306 2277613 48775352 91 
v 12307 2277143 48775642 92 
v 12308 2277162 48775826 91 
v 12309 2276974 48775664 92 
v 12310 2276910 48775830 92 
v 12311 2276692 48775707 93 
v 12312 2276687 48775836 93 
v 12313 2276513 48775712 94 
v 12314 2276514 48775840 94 
v 12315 2276176 48775789 95 
v 12316 2276033 48775792 95 
v 12317 2275763 48775661 96 
v 12318 2275773 48775797 96 
v 12319 2275746 48775651 96 
v 12320 2275675 48775799 96 
v 12321 2277194 48775108 91 
v 12322 2277375 48775151 91 
v 12323 2277243 48775176 91 
v 12324 2277488 48775122 90 
v 12325 2277129 48775008 91 
v 12326 2277383 48774906 90 
v 12327 2277507 48775377 91 
v 12328 2277472 48775490 91 
v 12329 2278493 48775885 91 
v 12330 2278693 48775955 91 
v 12331 2278408 48775909 92 
v 12332 2278328 48775999 92 
v 12333 2278634 48776065 92 
v 12334 2278138 48775788 91 
v 12335 2277875 48775827 91 
v 12336 2277916 48775407 90 
v 12337 2277679 48775470 91 
v 12338 2277185 48775995 92 
v 12339 2277177 48775826 91 
v 12340 2277388 48776057 92 
v 12341 2277391 48775818 91 
v 12342 2278411 48777727 102 
v 12343 2278774 48777663 102 
v 12344 2279081 48777651 102 
v 12345 2278755 48777633 102 
v 12346 2276171 48747264 80 
v 12347 2282006 48726331 81 
v 12348 2282292 48726231 81 
v 12349 2282515 48726754 84 
v 12350 2284858 48723996 78 
v 12351 2278827 48719296 82 
v 12352 2279005 48719512 82 
v 12353 2278944 48719539 82 
v 12354 2118326 48694380 158 
v 12355 2118431 48694335 158 
v 12356 2167943 48735034 149 
v 12357 2167420 48735230 149 
v 12358 2168615 48735735 149 
v 12359 2176590 48806519 124 
v 12360 2145114 48770217 107 
v 12361 2266258 48723779 86 
v 12362 2266609 48723855 85 
v 12363 2267046 48722652 86 
v 12364 2267229 48722511 87 
v 12365 2267285 48722468 87 
v 12366 2145294 48770067 100 
v 12367 2147299 48771247 108 
v 12368 2147313 48771171 108 
v 12369 2147361 48770789 107 
v 12370 2147331 48771121 109 
v 12371 2169509 48771733 161 
v 12372 2130484 48775954 112 
v 12373 2130380 48775919 111 
v 12374 2172942 48799371 117 
v 12375 2152008 48802237 125 
v 12376 2265080 48723702 85 
v 12377 2264798 48723586 86 
v 12378 2264839 48723500 86 
v 12379 2265138 48723517 86 
v 12380 2235729 48715765 151 
v 12381 2270733 48725960 77 
v 12382 2270614 48725899 77 
v 12383 2269225 48725173 79 
v 12384 2268365 48724722 82 
v 12385 2267803 48726322 78 
v 12386 2215745 48751979 76 
v 12387 2213862 48751718 77 
v 12388 2230120 48738058 84 
v 12389 2192135 48759094 84 
v 12390 2119775 48762359 159 
v 12391 2173648 48699755 61 
v 12392 2173091 48699866 60 
v 12393 2172812 48699633 61 
v 12394 2173052 48699715 61 
v 12395 2170007 48702413 65 
v 12396 2173151 48699855 61 
v 12397 2172863 48699496 61 
v 12398 2172842 48699395 61 
v 12399 2136676 48795968 132 
v 12400 2257091 48700078 80 
v 12401 2271561 48726316 75 
v 12402 2272140 48726783 72 
v 12403 2136485 48699388 65 
v 12404 2137848 48699277 65 
v 12405 2227728 48774082 150 
v 12406 2158608 48793978 118 
v 12407 2156002 48791630 122 
v 12408 2151012 48791205 127 
v 12409 2150254 48791671 126 
v 12410 2151130 48791661 126 
v 12411 2150734 48791950 126 
v 12412 2274256 48734548 78 
v 12413 2274713 48734652 78 
v 12414 2195939 48704516 68 
v 12415 2167336 48765081 88 
v 12416 2262224 48743470 87 
v 12417 2262366 48743091 87 
v 12418 2172568 48709255 154 
v 12419 2174075 48709250 154 
v 12420 2215709 48751637 77 
v 12421 2124416 48793054 134 
v 12422 2124131 48798983 123 
v 12423 2120207 48793539 141 
v 12424 2118487 48792727 144 
v 12425 2118939 48792906 145 
v 12426 2125886 48788824 174 
v 12427 2133977 48788627 163 
v 12428 2119082 48792191 148 
v 12429 2117339 48789351 178 
v 12430 2117509 48789330 177 
v 12431 2117697 48790167 176 
v 12432 2118049 48790122 174 
v 12433 2120262 48793605 141 
v 12434 2120644 48794166 136 
v 12435 2137634 48695661 89 
v 12436 2139311 48696861 75 
v 12437 2215858 48782836 167 
v 12438 2215797 48782687 167 
v 12439 2215675 48782691 167 
v 12440 2215635 48782658 167 
v 12441 2215836 48782631 167 
v 12442 2215390 48782662 167 
v 12443 2229737 48766572 116 
v 12444 2229588 48766556 116 
v 12445 2229410 48766627 117 
v 12446 2229557 48766650 116 
v 12447 2229462 48768898 130 
v 12448 2228711 48770350 142 
v 12449 2228680 48769918 140 
v 12450 2227481 48770663 146 
v 12451 2228204 48770546 145 
v 12452 2228057 48770252 146 
v 12453 2228455 48770270 143 
v 12454 2230728 48766452 116 
v 12455 2229418 48766828 118 
v 12456 2229498 48768721 129 
v 12457 2229380 48769049 130 
v 12458 2228356 48769134 137 
v 12459 2228472 48768475 134 
v 12460 2228219 48768680 134 
v 12461 2229511 48768903 129 
v 12462 2229439 48769061 130 
v 12463 2228287 48769920 143 
v 12464 2228726 48769920 139 
v 12465 2229339 48769240 130 
v 12466 2265697 48801833 104 
v 12467 2135825 48799055 134 
v 12468 2135507 48799220 135 
v 12469 2136673 48798765 132 
v 12470 2136738 48798743 132 
v 12471 2136507 48798546 132 
v 12472 2136837 48798981 132 
v 12473 2136604 48799057 133 
v 12474 2136588 48798793 133 
v 12475 2136906 48798959 132 
v 12476 2136568 48798525 132 
v 12477 2217738 48784556 169 
v 12478 2206119 48779791 173 
v 12479 2206713 48780049 172 
v 12480 2207550 48779970 173 
v 12481 2178706 48780951 178 
v 12482 2272561 48749876 90 
v 12483 2272120 48750747 92 
v 12484 2271953 48750824 92 
v 12485 2258375 48744740 100 
v 12486 2269134 48737468 57 
v 12487 2236638 48720517 144 
v 12488 2259537 48799341 125 
v 12489 2259607 48799261 125 
v 12490 2234376 48808013 121 
v 12491 2245602 48710928 61 
v 12492 2245863 48711329 63 
v 12493 2133910 48788816 161 
v 12494 2132931 48786286 149 
v 12495 2132816 48786189 148 
v 12496 2237512 48735805 65 
v 12497 2237405 48735742 66 
v 12498 2226903 48741188 81 
v 12499 2237263 48735736 66 
v 12500 2229110 48737538 85 
v 12501 2237097 48735845 66 
v 12502 2134048 48788754 162 
v 12503 2225604 48741918 84 
v 12504 2252747 48743018 114 
v 12505 2255319 48744814 110 
v 12506 2227330 48741117 82 
v 12507 2227409 48741242 80 
v 12508 2227055 48741360 80 
v 12509 2234942 48737718 68 
v 12510 2237646 48735698 66 
v 12511 2237379 48735578 66 
v 12512 2238271 48735771 67 
v 12513 2215339 48768277 168 
v 12514 2215626 48766477 170 
v 12515 2215654 48767183 170 
v 12516 2231963 48797391 116 
v 12517 2232488 48797304 113 
v 12518 2240575 48807939 79 
v 12519 2247917 48739652 81 
v 12520 2247945 48739476 79 
v 12521 2204841 48711215 158 
v 12522 2265971 48726226 79 
v 12523 2265750 48726493 81 
v 12524 2189888 48782168 181 
v 12525 2188401 48782499 182 
v 12526 2196565 48780181 179 
v 12527 2274071 48751402 89 
v 12528 2274079 48751497 88 
v 12529 2273362 48751357 90 
v 12530 2273591 48751508 89 
v 12531 2274386 48751490 88 
v 12532 2274359 48751216 89 
v 12533 2274396 48751592 88 
v 12534 2226337 48741358 83 
v 12535 2226618 48741269 81 
v 12536 2226537 48741407 81 
v 12537 2243372 48736892 64 
v 12538 2243614 48736915 64 
v 12539 2267161 48737700 58 
v 12540 2266970 48737718 58 
v 12541 2266901 48737559 57 
v 12542 2266836 48737790 58 
v 12543 2266917 48737596 58 
v 12544 2227006 48741014 83 
v 12545 2226591 48741129 83 
v 12546 2240446 48776093 168 
v 12547 2240419 48775980 168 
v 12548 2239771 48776053 168 
v 12549 2239799 48776179 168 
v 12550 2244300 48775405 168 
v 12551 2166116 48734184 152 
v 12552 2166244 48734180 153 
v 12553 2151873 48805368 124 
v 12554 2128628 48798654 126 
v 12555 2128994 48798530 127 
v 12556 2130697 48797166 133 
v 12557 2130691 48796989 134 
v 12558 2153701 48804504 122 
v 12559 2152504 48804838 123 
v 12560 2181109 48778545 178 
v 12561 2258750 48777867 166 
v 12562 2258499 48777697 167 
v 12563 2258668 48777583 166 
v 12564 2258920 48777759 166 
v 12565 2217597 48751071 75 
v 12566 2272039 48749874 91 
v 12567 2268534 48729570 67 
v 12568 2118158 48743246 156 
v 12569 2272065 48724406 81 
v 12570 2271967 48724754 80 
v 12571 2270681 48724039 81 
v 12572 2271865 48724797 79 
v 12573 2271412 48724505 81 
v 12574 2254144 48786216 166 
v 12575 2149741 48797723 120 
v 12576 2129090 48804199 130 
v 12577 2129037 48804527 131 
v 12578 2260474 48720124 97 
v 12579 2260531 48720028 97 
v 12580 2261704 48719767 97 
v 12581 2268552 48724594 82 
v 12582 2268888 48771662 99 
v 12583 2148841 48798057 122 
v 12584 2148831 48798194 121 
v 12585 2149716 48798220 121 
v 12586 2149724 48798084 120 
v 12587 2149729 48797910 121 
v 12588 2148849 48797887 122 
v 12589 2150197 48798232 120 
v 12590 2148147 48797869 123 
v 12591 2148131 48798037 123 
v 12592 2148128 48798174 123 
v 12593 2147011 48797839 123 
v 12594 2147001 48798002 124 
v 12595 2146995 48798143 124 
v 12596 2146294 48797820 124 
v 12597 2146286 48797981 124 
v 12598 2146279 48798123 125 
v 12599 2145511 48797799 124 
v 12600 2145515 48798102 125 
v 12601 2141811 48798664 129 
v 12602 2141896 48798811 129 
v 12603 2141968 48798939 129 
v 12604 2141448 48798761 129 
v 12605 2141535 48798907 130 
v 12606 2141610 48799032 130 
v 12607 2143466 48798685 128 
v 12608 2142561 48798464 128 
v 12609 2142627 48798914 128 
v 12610 2142795 48799197 130 
v 12611 2142418 48798970 129 
v 12612 2142591 48799252 130 
v 12613 2138968 48799883 132 
v 12614 2139137 48800170 134 
v 12615 2138264 48800066 133 
v 12616 2138438 48800353 135 
v 12617 2137592 48800250 132 
v 12618 2136456 48800555 132 
v 12619 2136628 48800847 135 
v 12620 2135634 48800776 133 
v 12621 2135803 48801072 134 
v 12622 2133885 48801121 132 
v 12623 2133711 48800829 133 
v 12624 2135080 48800805 132 
v 12625 2134908 48800509 134 
v 12626 2150322 48798512 120 
v 12627 2156957 48798691 115 
v 12628 2156383 48798674 116 
v 12629 2155944 48798661 116 
v 12630 2143389 48798858 129 
v 12631 2142697 48799043 129 
v 12632 2142499 48799097 129 
v 12633 2139057 48800033 133 
v 12634 2138354 48800218 134 
v 12635 2137688 48800396 134 
v 12636 2136545 48800704 134 
v 12637 2135751 48800978 134 
v 12638 2134725 48801248 134 
v 12639 2133803 48801488 133 
v 12640 2133181 48801655 133 
v 12641 2158117 48798298 114 
v 12642 2158133 48798352 114 
v 12643 2150770 48798246 119 
v 12644 2150772 48798110 119 
v 12645 2150776 48797938 120 
v 12646 2281526 48774491 75 
v 12647 2281452 48774447 75 
v 12648 2271670 48790488 162 
v 12649 2280070 48782048 91 
v 12650 2207006 48713733 157 
v 12651 2179838 48702219 80 
v 12652 2177042 48701200 67 
v 12653 2272877 48737465 59 
v 12654 2270885 48702924 47 
v 12655 2271009 48702060 49 
v 12656 2269942 48702323 49 
v 12657 2271486 48703295 49 
v 12658 2270883 48702938 47 
v 12659 2257657 48713654 78 
v 12660 2194468 48722130 154 
v 12661 2194186 48722257 154 
v 12662 2194516 48722450 153 
v 12663 2194197 48722365 154 
v 12664 2193729 48719256 154 
v 12665 2203079 48718784 153 
v 12666 2192788 48715667 155 
v 12667 2192485 48715538 156 
v 12668 2192508 48715692 156 
v 12669 2193432 48719285 154 
v 12670 2127145 48804685 132 
v 12671 2193508 48719162 154 
v 12672 2193538 48719275 154 
v 12673 2194298 48722314 154 
v 12674 2194011 48720446 154 
v 12675 2128427 48804485 130 
v 12676 2127120 48804856 132 
v 12677 2133295 48805012 132 
v 12678 2133264 48805183 132 
v 12679 2133782 48805133 133 
v 12680 2149958 48797917 121 
v 12681 2150034 48797446 119 
v 12682 2144942 48796547 122 
v 12683 2143612 48796704 122 
v 12684 2143453 48796669 123 
v 12685 2143450 48797149 122 
v 12686 2130235 48798111 130 
v 12687 2129947 48798156 129 
v 12688 2281700 48780030 97 
v 12689 2235908 48731432 92 
v 12690 2235635 48731340 92 
v 12691 2236400 48731431 93 
v 12692 2236185 48731245 94 
v 12693 2224512 48731470 96 
v 12694 2233462 48731417 86 
v 12695 2272889 48737494 59 
v 12696 2201946 48713126 156 
v 12697 2211886 48735462 94 
v 12698 2212170 48734801 88 
v 12699 2139896 48729100 157 
